sedalea,sedaleaname,year,fips,stateabb,multi_comp,subcat,subgroup,gap,gradecenter,tot_asmts,cellcount,mn_asmts,flag_estasmt,cs_mn_avg_ol,cs_mn_avg_ol_se,cs_mn_avg_ol_se_adj,cs_mn_avg_eb,cs_mn_avg_eb_se,cs_mn_avg_eb_se_adj,sedaleaname_cov,gslo,gshi,urban,suburb,town,rural,locale_city_large,locale_city_midsize,locale_city_small,locale_suburb_large,locale_suburb_midsize,locale_suburb_small,locale_town_fringe,locale_town_distant,locale_town_remote,locale_rural_fringe,locale_rural_distant,locale_rural_remote,avgrdall,pernam,perasn,perhsp,perblk,perwht,perfl,perrl,perfrl,perecd,perell,perspeced,totenrl,diffexpecd_blkwht,diffexpecd_hspwht,diffexpecd_namwht,diffexpecd_asnwht,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,diffexpmin2_blkwht,diffexpmin2_hspwht,diffexpmin2_namwht,diffexpmin2_asnwht,sesall,sesasn,sesblk,seshsp,sesnam,seswht,lninc50all,lninc50asn,lninc50blk,lninc50hsp,lninc50nam,lninc50wht,baplusall,baplusasn,baplusblk,baplushsp,baplusnam,bapluswht,povertyall,povertyasn,povertyblk,povertyhsp,povertynam,povertywht,unempall,unempasn,unempblk,unemphsp,unempnam,unempwht,snapall,snapasn,snapblk,snaphsp,snapnam,snapwht,single_momall,single_momasn,single_momblk,single_momhsp,single_momnam,single_momwht,seswhtblk,seswhthsp,seswhtasn,seswhtnam,urbanicity
3800057,Litchville-Marion 46,2018,38,ND,0,all,all,0,5.5,102,12,8.5,0,0.0963847787516537,0.1003419865477719,0.1006742761933535,0.1648426766691949,0.0445218474054817,0.0452598872725649,Litchville-Marion 46,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.6666665,0.043478262,0,0.021739131,0,0.93478262,0.30442795,0.1896165,0.49404445,0.43137255,0,0.24690004,46,NA,0,0,NA,NA,-7.6520301e-10,1.5509782e-8,-1.5186959e-9,NA,0,0,0,NA,0,0,NA,0.49409023,NA,NA,NA,NA,0.81930965,10.908951,NA,NA,NA,NA,10.956687,0.19093423,NA,NA,NA,NA,0.21449545,0.15251006,NA,NA,NA,NA,0.10847844,0.027435003,NA,NA,NA,NA,0.030762134,0.10890976,NA,NA,NA,NA,0.074849024,0.074827,NA,NA,NA,NA,0.090737276,NA,NA,NA,NA,Rural
3800058,Lewis And Clark 161,2018,38,ND,0,all,all,0,5.5,356,12,29.66666666666667,0,0.5070292504060927,0.0485621867655464,0.049245117586967,0.477254145756296,0.03521803103158,0.0361465379983978,Lewis And Clark 161,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,29.833334,0.022346368,0,0.05027933,0.005586592,0.91061455,0.096466959,0.040122613,0.13658957,0.2,0.014303161,0.22885057,179,-0.028506793,0.031885482,0.068728186,NA,0.097033493,0.078528337,0.0070126853,0.036977064,0.01923077,0.022031199,0.004570765,0.038281772,0.019230768,0.031079441,0.11784944,NA,0.8343209,NA,NA,NA,NA,0.93367195,11.007694,NA,NA,NA,NA,11.006967,0.16896592,NA,NA,NA,NA,0.18049413,0.089334562,NA,NA,NA,NA,0.088058025,0.050819449,NA,NA,NA,NA,0.039220691,0.019779572,NA,NA,NA,NA,0.021412173,0.1223252,NA,NA,NA,NA,0.1202137,NA,NA,NA,NA,Rural
3800059,New Rockford-Sheyenne 2,2018,38,ND,0,all,all,0,5.5,264,12,22,0,0.4556052699952935,0.0563896019713026,0.056978792837198,0.3401767463142071,0.0372892675278376,0.0381674202991363,New Rockford-Sheyenne 2,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22.333334,0.074626863,0,0.029850746,0,0.86567163,0.21552528,0.070248507,0.28577378,0.35606059,0,0.12540193,134,NA,0,0,NA,NA,7.6657933e-9,-1.7893036e-8,-1.0863133e-8,NA,0,0,0,NA,0,0,NA,0.29043972,NA,NA,NA,NA,0.80948317,10.714518,NA,NA,NA,NA,10.811556,0.23351613,NA,NA,NA,NA,0.22423874,0.1294224,NA,NA,NA,NA,0.091046564,0.035588734,NA,NA,NA,NA,0.029857157,0.13705212,NA,NA,NA,NA,0.088635772,0.14998131,NA,NA,NA,NA,0.098992541,NA,NA,NA,NA,Rural
3800060,Barnes County North 7,2018,38,ND,0,all,all,0,5.5,230,12,19.16666666666667,0,0.2212149716961644,0.0591491062671123,0.0597110743070374,0.2729989944864605,0.0386282679620158,0.0394766460742751,Barnes County North 7,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.166666,0,0,0.041322313,0,0.95041323,0.23913044,0.10326087,0.34239131,0.38260868,0,0.093283579,121,NA,0,NA,NA,NA,7.1161024e-9,-2.0591132e-8,6.1219314e-9,NA,0,0,0,NA,0,NA,NA,0.94420403,NA,NA,NA,NA,0.94416088,10.993142,NA,NA,NA,NA,10.987431,0.18989716,NA,NA,NA,NA,0.18859847,0.08730159,NA,NA,NA,NA,0.084369011,0.045797225,NA,NA,NA,NA,0.042422753,0.049853705,NA,NA,NA,NA,0.051204551,0.073697396,NA,NA,NA,NA,0.080171913,NA,NA,NA,NA,Rural
3800061,Enderlin Area 24,2018,38,ND,0,all,all,0,5.5,300,12,25,0,-0.0559723870385916,0.0506684092149416,0.0513233213566228,0.0258447091380855,0.0351986937515464,0.0361276977033333,Enderlin Area 24,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24.333334,0,0,0.020547945,0.02739726,0.9520548,0.24483873,0.075441442,0.32028019,0.36734694,0.0099337753,0.089403972,146,0,0,NA,NA,0.012647921,0.0041473466,5.7668141e-5,1.0612686e-8,0.0038739671,8.333333e-4,6.5479377e-5,0,0.0038739685,8.3333376e-4,NA,NA,0.76325637,NA,NA,NA,NA,0.86673445,10.945612,NA,NA,NA,NA,10.978005,0.19466905,NA,NA,NA,NA,0.18749924,0.081855111,NA,NA,NA,NA,0.078637995,0.043110915,NA,NA,NA,NA,0.04122138,0.07778091,NA,NA,NA,NA,0.061444022,0.12515174,NA,NA,NA,NA,0.11070853,NA,NA,NA,NA,Rural
3800389,Kidder County 1,2018,38,ND,0,all,all,0,5.5,272,11,24.72727272727273,0,0.0109596165078864,0.0624678809285134,0.0630002521455376,-0.0386900144813987,0.03837661196311,0.0392304326422154,Kidder County 1,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.166666,0.019867551,0.013245033,0.066225164,0.039735101,0.85430461,0.23533952,0.094651066,0.3299906,0.41496599,0.0390625,0.125,151,-0.03178826,0.072578929,-0.080297276,-0.045170397,0.039439756,0.21886286,0.005214565,0.022959739,0.011253517,0.12581679,0.00606097,0.031056274,-0.013741651,0.076175377,-0.0081902295,-0.022627756,0.88703221,NA,NA,NA,NA,0.98635536,10.871387,NA,NA,NA,NA,10.889162,0.17929295,NA,NA,NA,NA,0.18606734,0.10580315,NA,NA,NA,NA,0.084635012,0.021964461,NA,NA,NA,NA,0.025902383,0.066476718,NA,NA,NA,NA,0.056876797,0.063772358,NA,NA,NA,NA,0.071317002,NA,NA,NA,NA,Rural
3800390,North Star 10,2018,38,ND,0,all,all,0,5.5,212,10,21.2,0,0.2588044877406917,0.0602229916119538,0.0607750305750302,0.184785311454119,0.0376396339464127,0.0385097980148979,North Star 10,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,0.06818182,0,0.083333336,0.0075757578,0.78787881,0.21818182,0.090909094,0.30909091,0.40944883,0,0.11525424,132,0,0,0,NA,3.5412022e-8,-2.365109e-8,3.4194041e-8,5.3430487e-9,0,0,0,0,0,0,0,NA,0.47025445,NA,NA,NA,NA,0.76569396,10.777297,NA,NA,NA,NA,10.801123,0.17499527,NA,NA,NA,NA,0.18597889,0.12754391,NA,NA,NA,NA,0.095713615,0.050766323,NA,NA,NA,NA,0.041627392,0.065271035,NA,NA,NA,NA,0.045030873,0.11015204,NA,NA,NA,NA,0.09714999,NA,NA,NA,NA,Rural
3800397,Valley-Edinburg 118,2018,38,ND,0,all,all,0,5.5,156,12,13,0,0.1632573345423406,0.0694198623479504,0.0698993055123638,0.1812290015354446,0.0413663840937869,0.0421596991512391,Valley-Edinburg 118,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.5,0.024691358,0,0.14814815,0,0.77777779,0.33333334,0.1351527,0.46848601,0.48717949,0.06596037,0.32037896,81,NA,0,0,NA,NA,-3.7229146e-9,7.5411144e-9,2.3222266e-9,NA,0,0,0,NA,0,0,NA,1.0626371,NA,NA,NA,NA,1.1584975,10.933434,NA,NA,NA,NA,10.953735,0.23829022,NA,NA,NA,NA,0.25499803,0.067830876,NA,NA,NA,NA,0.066269979,0.037767123,NA,NA,NA,NA,0.033033572,0.052775424,NA,NA,NA,NA,0.050560921,0.089942671,NA,NA,NA,NA,0.086494938,NA,NA,NA,NA,Rural
3800825,Newburg-United 54,2018,38,ND,0,all,all,0,5.5,60,12,5,0,0.043932742756122,0.130474434285173,0.1307301557588696,-0.0224419480050584,0.0497612933191063,0.0504227013587968,Newburg-United 54,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.1666665,0.032258064,0,0.096774191,0,0.87096775,0.15740548,0.18286507,0.34027055,0.32142857,0,0.19736843,31,NA,0,NA,NA,NA,1.3407079e-8,6.1080624e-10,-9.2936556e-9,NA,0,0,0,NA,0,NA,NA,0.90309209,NA,NA,NA,NA,0.9774822,11.139428,NA,NA,NA,NA,11.150272,0.17610642,NA,NA,NA,NA,0.19018248,0.10875799,NA,NA,NA,NA,0.095849037,0.050382994,NA,NA,NA,NA,0.04284095,0.063259885,NA,NA,NA,NA,0.065449551,0.04392352,NA,NA,NA,NA,0.05235346,NA,NA,NA,NA,Rural
3801760,Alexander 2,2018,38,ND,0,all,all,0,5.5,190,10,19,0,-0.0775353362208606,0.0712398203383144,0.0717070960542798,-0.1072764986413543,0.042842096958675,0.0436085745163126,Alexander 2,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.5,0.025641026,0,0.085470088,0.025641026,0.82905984,0.22095427,0.060580447,0.2815347,0.30701753,0.012048192,0.096385539,117,0,0,0,NA,-1.4739819e-8,1.7585149e-8,-7.5007156e-9,-2.449698e-8,0,0,0,0,0,0,0,NA,1.0636151,NA,NA,NA,NA,1.0552585,11.233224,NA,NA,NA,NA,11.219741,0.25321016,NA,NA,NA,NA,0.25872535,0.10550749,NA,NA,NA,NA,0.093100891,0.047196344,NA,NA,NA,NA,0.042607229,0.040434036,NA,NA,NA,NA,0.04246147,0.11502022,NA,NA,NA,NA,0.11164137,NA,NA,NA,NA,Rural
3801950,Anamoose 14,2018,38,ND,0,all,all,0,5.5,106,8,13.25,0,0.3021504525945692,0.1061793986268042,0.1064934754595425,0.2534424259603135,0.0414676350216044,0.0422590493718597,Anamoose 14,Pre-Kindergarten,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.75,0,0,0.033898305,0,0.96610171,0.37383178,0.084112152,0.45794392,0.56603771,0,0.19626169,59,NA,0,NA,NA,NA,-3.7613059e-8,-2.503767e-8,2.4036096e-8,NA,0,0,0,NA,0,NA,NA,0.97429663,NA,NA,NA,NA,1.0362264,10.945726,NA,NA,NA,NA,10.955978,0.13503084,NA,NA,NA,NA,0.13762373,0.083823033,NA,NA,NA,NA,0.080161408,0.040306862,NA,NA,NA,NA,0.03348922,0.047767162,NA,NA,NA,NA,0.04848383,0.07362736,NA,NA,NA,NA,0.080317385,NA,NA,NA,NA,Rural
3802170,Ashley 9,2018,38,ND,0,all,all,0,5.5,146,12,12.16666666666667,0,0.2682694498177189,0.0755942880696561,0.0760348078938886,0.330538965112144,0.0440104388166663,0.0447569125874855,Ashley 9,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.833333,0,0.014084507,0,0.014084507,0.97183096,0.22013184,0.085919589,0.30605143,0.41095892,0,0.059999999,71,0,NA,NA,0,-2.6212263e-8,NA,2.4295834e-9,3.8154275e-9,0,NA,0,0,0,NA,NA,0,0.88882422,NA,NA,NA,NA,0.87173307,10.670308,NA,NA,NA,NA,10.679939,0.19560137,NA,NA,NA,NA,0.18640041,0.10398211,NA,NA,NA,NA,0.095220923,0.011616712,NA,NA,NA,NA,0.015362483,0.028921142,NA,NA,NA,NA,0.030437453,0.096126407,NA,NA,NA,NA,0.10262685,NA,NA,NA,NA,Rural
3802380,Beach 3,2018,38,ND,0,all,all,0,5.5,165,9,18.33333333333333,0,0.0907982642652888,0.0778276877014017,0.0782556361909435,0.0953378027646502,0.0426507740030967,0.04342062899811,Beach 3,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18.166666,0.0091743115,0,0.04587156,0.018348623,0.92660552,0.28093687,0.029063059,0.30999994,0.3018868,0,0.15231788,109,0,0,0,NA,-5.225314e-9,-6.1288463e-9,3.5732342e-8,-7.7520861e-9,0,0,0,0,0,0,0,NA,1.142946,NA,NA,NA,NA,1.1614977,10.846827,NA,NA,NA,NA,10.865797,0.27823997,NA,NA,NA,NA,0.27973536,0.080619708,NA,NA,NA,NA,0.071143188,0.038387191,NA,NA,NA,NA,0.038428735,0.046367507,NA,NA,NA,NA,0.048729893,0.03433197,NA,NA,NA,NA,0.041213028,NA,NA,NA,NA,Rural
3802530,Belcourt 7,2018,38,ND,0,all,all,0,5.5,1485,12,123.75,0,-0.2101088330490696,0.0254089231618746,0.0266909909697718,-0.2360858973254136,0.0223758909031221,0.0238105647399785,Belcourt 7,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,293.16666,0.99886298,0,0,0,5.6850485e-4,0.974868,0.0073657841,0.98223376,0.99596232,0.0071980804,0.12156758,1759,NA,NA,0,NA,NA,NA,0.18306436,2.8823738e-8,NA,NA,0.033800643,0,NA,NA,0.0046252608,NA,-1.6993908,NA,NA,NA,-1.9450917,NA,10.369656,NA,NA,NA,10.340042,NA,0.21795297,NA,NA,NA,0.21660875,NA,0.25685298,NA,NA,NA,0.31167874,NA,0.068430185,NA,NA,NA,0.088491544,NA,0.27223691,NA,NA,NA,0.31480592,NA,0.34294844,NA,NA,NA,0.40761048,NA,NA,NA,NA,NA,Rural
3802840,Billings County 1,2018,38,ND,0,all,all,0,5.5,84,12,7,0,0.2802882498851909,0.1153372768570738,0.1156264807710919,0.3949040079805362,0.0468778301815596,0.0475793386046866,Billings County 1,Pre-Kindergarten,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.5,0,0,0,0,1,0.040521991,0.071272768,0.11179476,0.23076923,0.039473683,0.092105262,39,NA,NA,NA,NA,NA,NA,0.010316035,1.2233986e-8,NA,NA,0.0034005027,0,NA,NA,NA,NA,1.2036611,NA,NA,NA,NA,1.2058914,11.17694,NA,NA,NA,NA,11.23559,0.25988719,NA,NA,NA,NA,0.27333629,0.10689366,NA,NA,NA,NA,0.095950015,0.048707213,NA,NA,NA,NA,0.043981951,0.011713055,NA,NA,NA,NA,0.012577847,0.06171339,NA,NA,NA,NA,0.066747442,NA,NA,NA,NA,Rural
3803060,Bottineau 1,2018,38,ND,0,all,all,0,5.5,644,12,53.66666666666666,0,0.166431943066008,0.0365488456157232,0.0374514851313584,0.1202331287601741,0.0287550245234028,0.029885011876688,Bottineau 1,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,53.5,0.074766353,0.012461059,0.028037382,0.012461059,0.86292833,0.25198203,0.075875968,0.327858,0.38198757,0.0044709388,0.1043219,321,0,0,0,0,3.2853276e-9,-1.8525519e-9,-2.2853572e-9,-2.0450335e-9,0,0,0,0,0,0,0,0,0.66014117,NA,NA,NA,NA,0.9711557,10.855076,NA,NA,NA,NA,10.870075,0.26163861,NA,NA,NA,NA,0.25606811,0.10646093,NA,NA,NA,NA,0.089649513,0.053630617,NA,NA,NA,NA,0.03298492,0.085129172,NA,NA,NA,NA,0.069408193000000007,0.083221555,NA,NA,NA,NA,0.062581576,NA,NA,NA,NA,Rural
3803200,Bowman County 1,2018,38,ND,0,all,all,0,5.5,448,12,37.33333333333334,0,0.0432045435707795,0.044861199015355,0.0455995921012203,0.0457608019134474,0.0328688157227348,0.0338618006984771,Bowman County 1,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37.666668,0.0044247787,0.0088495575,0.07079646,0.017699115,0.89380533,0.12385589,0.037747733,0.16160361,0.1627907,0.031120332,0.11618257,226,-0.054080095,0.0011745282,-0.013899617,0.0035235845,0.30499956,0.026242603,0.0032754417,0.0032780448,0.11842752,0.0074175545,0.0021738699,0.0030636881,0.062242758,0.0014092308,0.021913804,0.0093335249,0.93028712,NA,NA,NA,NA,1.0545784,10.984232,NA,NA,NA,NA,10.981322,0.26829153,NA,NA,NA,NA,0.27497393,0.086686045,NA,NA,NA,NA,0.083094098,0.041633658,NA,NA,NA,NA,0.038903318,0.076095372,NA,NA,NA,NA,0.061178271,0.095577791,NA,NA,NA,NA,0.075306103,NA,NA,NA,NA,Rural
3803590,Burke Central 36,2018,38,ND,0,all,all,0,5.5,74,12,6.166666666666667,0,-0.2544046126005458,0.0993804037695873,0.0997158978102719,-0.2570645951447965,0.0462999482696142,0.0470100809326812,Burke Central 36,Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.3333335,0,0,0.23684211,0.02631579,0.73684210000000006,0.25676784,0.041967098,0.29873493,0.55172414,0,0.14141414,38,0,0,NA,NA,-2.4254357e-8,-2.4365596e-8,-2.2312479e-8,1.9969823e-8,0,0,0,0,0,0,NA,NA,0.60708225,NA,NA,NA,NA,0.88402289,11.067333,NA,NA,NA,NA,11.151938,0.22337267,NA,NA,NA,NA,0.2344157,0.10700397,NA,NA,NA,NA,0.097082771,0.048691344,NA,NA,NA,NA,0.041860357,0.076584727,NA,NA,NA,NA,0.041965675,0.17199673,NA,NA,NA,NA,0.1330343,NA,NA,NA,NA,Rural
3803790,CARRINGTON 49,2018,38,ND,0,all,all,0,5.5,459,12,38.25,0,0.3734027758889665,0.0419464646601346,0.042735249153202703,0.3843939527456948,0.0319465979408292,0.032967372044512,CARRINGTON 49,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39.666668,0.0042016809,0,0.012605042,0,0.9579832,0.16036522,0.098840311,0.25920555,0.22173913,0.0060000001,0.12,238,NA,0,0,NA,NA,2.4173417e-8,1.9614159e-8,2.1273698e-9,NA,0,0,0,NA,0,0,NA,1.2447641,NA,NA,NA,NA,1.3132812,10.927403,NA,NA,NA,NA,10.938363,0.24733604,NA,NA,NA,NA,0.24882357,0.071046486,NA,NA,NA,NA,0.062128451,0.0087721655,NA,NA,NA,NA,0.010909206,0.034068018,NA,NA,NA,NA,0.027066924,0.069605276,NA,NA,NA,NA,0.069560014,NA,NA,NA,NA,Rural
3804090,Central Cass 17,2018,38,ND,0,all,all,0,5.5,838,12,69.83333333333333,0,0.1450913033534613,0.0325306260429853,0.0335415749995576,0.1782931585433989,0.0270346132122359,0.0282335405336186,Central Cass 17,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,70.5,0.0094562648,0,0.0070921984,0.021276595,0.95981085,0.11897387,0.04297778,0.16195165,0.18615752,0.0033557047,0.11409396,423,0,0,0,NA,2.3466271e-8,1.5948007e-8,1.351358e-8,-8.8930658e-9,0,0,0,0,0,0,0,NA,1.536451,NA,NA,NA,NA,1.5844404,11.193261,NA,NA,NA,NA,11.231988,0.32431784,NA,NA,NA,NA,0.33223292,0.039749436,NA,NA,NA,NA,0.043387059,0.019181861,NA,NA,NA,NA,0.014343224,0.030828277,NA,NA,NA,NA,0.031869251,0.080874167,NA,NA,NA,NA,0.084843822,NA,NA,NA,NA,Rural
3804140,Central Valley 3,2018,38,ND,0,all,all,0,5.5,174,12,14.5,0,0.6249064802300038,0.0674783402837449,0.0679714795348112,0.6198900750506753,0.0400182030961768,0.0408377163731659,Central Valley 3,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.333333,0,0,0.011627907,0,0.98837209,0.098165192,0.098165192,0.19633038,0.31034482,0,0.099056602,86,NA,0,NA,NA,NA,1.1201145e-8,-1.3634065e-8,2.9686733e-9,NA,0,0,0,NA,0,NA,NA,1.4859062,NA,NA,NA,NA,1.5284739,11.268152,NA,NA,NA,NA,11.26789,0.22373432,NA,NA,NA,NA,0.22971615,0.038732778,NA,NA,NA,NA,0.038466636,0.028558273,NA,NA,NA,NA,0.030429978,0.044666853,NA,NA,NA,NA,0.029436141,0.047778234,NA,NA,NA,NA,0.053945072,NA,NA,NA,NA,Rural
3804560,Griggs County Central 18,2018,38,ND,0,all,all,0,5.5,252,12,21,0,0.1644442486475316,0.0553650979717973,0.0559650756823316,0.1669542673903592,0.037084690417097,0.0379675751511762,Griggs County Central 18,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,0.023809524,0,0.0079365084,0,0.96825397,0.20942408,0.12041885,0.32984293,0.3968254,0,0.16996047,126,NA,0,0,NA,NA,5.2645827e-8,3.5729819e-8,1.0140115e-8,NA,0,0,0,NA,0,0,NA,1.0419365,NA,NA,NA,NA,1.1972026,10.833972,NA,NA,NA,NA,10.908032,0.23713045,NA,NA,NA,NA,0.24905793,0.10725023,NA,NA,NA,NA,0.089583613,0.015452931,NA,NA,NA,NA,0.019838905,0.057439215,NA,NA,NA,NA,0.056019001,0.041471008,NA,NA,NA,NA,0.023056492,NA,NA,NA,NA,Rural
3805040,Devils Lake 1,2018,38,ND,0,all,all,0,5.5,1246,10,124.6,0,0.1675007424125635,0.0291558532964929,0.0302796863284448,0.1736279537865696,0.0246557863476006,0.0259647896187667,Devils Lake 1,Pre-Kindergarten,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,129.5,0.31917632,0.0038610038,0.011583012,0.0090090092,0.64864862,0.4001416,0.090173528,0.49031511,0.49730459,0.003539823,0.18053098,777,0.011485443,0.011336386,6.5548223e-4,-0.0036794345,0.07200294,0.045645986,2.1875223e-6,0.0015484395,0.012040437,0.0056637628,2.9750165e-6,0.0021404936,-0.014153212,0.016757607,0.0045882561,-0.026193082,0.65025944,NA,NA,NA,-1.5589963,1.0987194,10.847008,NA,NA,NA,10.412462,10.946738,0.25902435,NA,NA,NA,0.08049459,0.28256688,0.1383035,NA,NA,NA,0.357169,0.081879951,0.013388363,NA,NA,NA,0.05255444,0.010660661,0.09337496,NA,NA,NA,0.24072467,0.068428986,0.12835218,NA,NA,NA,0.31221992,0.089507543,NA,NA,NA,2.4496629,Town
3805160,Divide County 1,2018,38,ND,0,all,all,0,5.5,364,12,30.33333333333333,0,-0.0158729283951753,0.0496731819520207,0.0503410431749377,-0.0490738112910225,0.0349639119881235,0.0358989922009175,Divide County 1,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31.166666,0.021390375,0.0053475937,0.064171121,0,0.89304811,0.29061386,0.067449972,0.35806382,0.41208792,0,0.13172042,187,NA,0,0,0,NA,4.0960186e-9,-5.5246527e-9,2.822043e-9,NA,0,0,0,NA,0,0,0,0.88119012,NA,NA,NA,NA,0.94812685,10.887742,NA,NA,NA,NA,10.927689,0.18918443,NA,NA,NA,NA,0.20251647,0.13439704,NA,NA,NA,NA,0.10979387,0.017923508,NA,NA,NA,NA,0.022011614999999998,0.025520213,NA,NA,NA,NA,0.027937286,0.087409861,NA,NA,NA,NA,0.095903911,NA,NA,NA,NA,Rural
3805340,Drayton 19,2018,38,ND,0,all,all,0,5.5,104,8,13,0,0.1678189370367421,0.0861565978984961,0.0865433705383926,0.1042646220482613,0.0434515562240459,0.0442074681227019,Drayton 19,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.5,0,0,0.091954023,0,0.88505745,0.43949044,0.13375796,0.57324839,0.61538464,0.015075377,0.15075377,87,NA,0,NA,NA,NA,-1.7395717e-8,-2.6542963e-8,4.6748201e-9,NA,0,0,0,NA,0,NA,NA,1.2079062,NA,NA,NA,NA,1.199366,11.104833,NA,NA,NA,NA,11.105079,0.22243166,NA,NA,NA,NA,0.22633435,0.089174777,NA,NA,NA,NA,0.084159158,0.030753788,NA,NA,NA,NA,0.031926956,0.042346507,NA,NA,NA,NA,0.043102156,0.081338331,NA,NA,NA,NA,0.085158356,NA,NA,NA,NA,Rural
3805460,Dunseith 1,2018,38,ND,0,all,all,0,5.5,374,11,34,0,-0.6352545459744013,0.0541749309170321,0.0547879435876872,-0.6533858265074625,0.0357909619537577,0.0367049786419175,Dunseith 1,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,67.5,0.99259257,0,0,0.0024691359,0.0049382718,0.94682759,0.039601691,0.98642927,0.90640396,0.051744886,0.19614922,405,NA,NA,0,NA,NA,NA,0.17754692,1.0290852e-8,NA,NA,0.052213497,0,NA,NA,0.031645596,NA,-1.4068422,NA,NA,NA,-2.1763506,0.75724882,10.509047,NA,NA,NA,10.386975,10.851201,0.1468789,NA,NA,NA,0.11037166,0.22644696,0.24460815,NA,NA,NA,0.3797206,0.098019898,0.065854035,NA,NA,NA,0.12200434,0.045427494,0.27549046,NA,NA,NA,0.37059301,0.017003035,0.23915544,NA,NA,NA,0.29007179,0.092358865,NA,NA,NA,2.5402157,Rural
3805850,Edgeley 3,2018,38,ND,0,all,all,0,5.5,210,10,21,0,0.0793272771025635,0.0666559352648919,0.0671551139433167,0.1124164887173528,0.0412858102761918,0.0420806443592537,Edgeley 3,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19.666666,0,0,0.0084745763,0,0.99152541,0.26308069,0.039635446,0.30271611,0.23999999,0.098765433,0.086419754,118,NA,0,NA,NA,NA,0.013262411,0.42351469,2.3338384e-10,NA,0.002770083,0.49067241,0,NA,0.0027700849,NA,NA,0.93107104,NA,NA,NA,NA,1.0034026,10.845304,NA,NA,NA,NA,10.972476,0.22613135,NA,NA,NA,NA,0.24551393,0.14452641,NA,NA,NA,NA,0.12007155,0.014899987,NA,NA,NA,NA,0.020319978,0.041019376,NA,NA,NA,NA,0.046398211,0.0062432219,NA,NA,NA,NA,0.0077821296,NA,NA,NA,NA,Rural
3805950,Edmore 2,2018,38,ND,0,all,all,0,5.5,46,10,4.6,0,0.6295148915286767,0.1323466510535124,0.1325987619391017,0.6693500116293618,0.0512377202529127,0.0518803091378996,Edmore 2,Pre-Kindergarten,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0.083333336,0,0,0,0.91666669,0.20512821,0.15384616,0.35897437,0.40909091,0,0.089285716,24,NA,NA,0,NA,NA,NA,-5.2759401e-9,1.054148e-8,NA,NA,0,0,NA,NA,0,NA,0.49569103,NA,NA,NA,NA,0.73424596,10.785079,NA,NA,NA,NA,10.818541,0.21395625,NA,NA,NA,NA,0.21899679,0.13759443,NA,NA,NA,NA,0.10310267,0.026642753,NA,NA,NA,NA,0.029537758,0.079941534,NA,NA,NA,NA,0.063642114,0.12259533,NA,NA,NA,NA,0.11817772,NA,NA,NA,NA,Rural
